text,intent
"Có loại kháng sinh nào giúp giảm triệu chứng đau dạ dày không?",medication_info
"Có loại kháng sinh nào giúp giảm triệu chứng đau răng không?",medication_info
"Có loại kháng sinh nào giúp giảm triệu chứng nhiễm trùng không?",medication_info
"Có loại kháng sinh nào giúp giảm triệu chứng sốt không?",medication_info
"Có loại kháng sinh nào giúp giảm triệu chứng viêm ruột không?",medication_info
"Có loại thuốc nào chữa bệnh tiểu đường không?",medication_info
"Có loại thuốc nào chữa bệnh tiểu đường không?",medication_info
"Có loại thuốc nào giảm triệu chứng ho không?",medication_info
"Có loại thuốc nào giúp cải thiện trí nhớ không?",medication_info
"Có loại thuốc nào giúp giảm đau bụng không?",medication_info
"Có loại thuốc nào giúp giảm dị ứng không?",medication_info
"Có loại thuốc nào giúp giảm triệu chứng ho khan không?",medication_info
"Có loại thuốc nào giúp giảm triệu chứng hồi hộp không?",medication_info
"Có loại thuốc nào giúp giảm triệu chứng mệt mỏi không?",medication_info
"Có loại thuốc nào giúp ngủ ngon hơn không?",medication_info
"Có loại thuốc nào giúp tăng cường miễn dịch không?",medication_info
"Có thuốc nào giúp cải thiện chức năng gan không?",medication_info
"Có thuốc nào giúp cải thiện giấc ngủ không?",medication_info
"Có thuốc nào giúp cải thiện sức khỏe tiêu hóa không?",medication_info
"Có thuốc nào giúp giảm triệu chứng buồn nôn không?",medication_info
"Có thuốc nào giúp giảm triệu chứng chóng mặt không?",medication_info
"Có thuốc nào giúp giảm triệu chứng đau bụng kinh không?",medication_info
"Có thuốc nào giúp giảm triệu chứng đau đầu do căng thẳng không?",medication_info
"Có thuốc nào giúp giảm triệu chứng đau lưng không?",medication_info
"Có thuốc nào giúp giảm triệu chứng ho khan không?",medication_info
"Có thuốc nào giúp giảm triệu chứng hồi hộp không?",medication_info
"Có thuốc nào giúp giảm triệu chứng lo âu không?",medication_info
"Có thuốc nào giúp giảm triệu chứng lo âu không?",medication_info
"Có thuốc nào giúp giảm triệu chứng ngứa không?",medication_info
"Có thuốc nào giúp giảm triệu chứng viêm gan không?",medication_info
"Có thuốc nào giúp giảm triệu chứng viêm khớp không?",medication_info
"Có thuốc nào giúp tăng cường hệ miễn dịch không?",medication_info
"Có thuốc nào giúp tăng cường hệ miễn dịch không?",medication_info
"Có thuốc nào giúp tăng cường sức đề kháng không?",medication_info
"Có thuốc nào hiệu quả cho bệnh đau đầu không?",medication_info
"Có thuốc nào tốt cho bệnh lý tim mạch không?",medication_info
"Dược liệu nào giúp giảm triệu chứng buồn nôn?",medication_info
"Dược liệu nào hiệu quả cho bệnh đau đầu?",medication_info
"Dược liệu nào hiệu quả cho bệnh viêm xoang?",medication_info
"Dược liệu nào tốt cho bệnh lý thần kinh?",medication_info
"Dược phẩm nào giúp cải thiện hệ tiêu hóa?",medication_info
"Dược phẩm nào giúp giảm triệu chứng trầm cảm?",medication_info
"Dược phẩm nào tốt cho bệnh hen suyễn?",medication_info
"Làm thế nào để dùng dược phẩm điều trị viêm da?",medication_info
"Làm thế nào để dùng thuốc điều trị viêm da?",medication_info
"Làm thế nào để sử dụng liều lượng giảm cholesterol?",medication_info
"Làm thế nào để sử dụng thuốc điều trị bệnh Parkinson?",medication_info
"Làm thế nào để sử dụng thuốc điều trị bệnh tiểu đường loại 2?",medication_info
"Làm thế nào để sử dụng thuốc điều trị bệnh trầm cảm?",medication_info
"Làm thế nào để sử dụng thuốc điều trị bệnh viêm thận?",medication_info
"Làm thế nào để sử dụng thuốc giảm cholesterol?",medication_info
"Làm thế nào để sử dụng thuốc giảm đau đúng cách?",medication_info
"Làm thế nào để uống kháng sinh đúng cách?",medication_info
"Làm thế nào để uống thuốc bổ sung vitamin?",medication_info
"Làm thế nào để uống thuốc bổ sung vitamin?",medication_info
"Làm thế nào để uống thuốc chống nôn đúng cách?",medication_info
"Làm thế nào để uống thuốc chống nôn đúng cách?",medication_info
"Làm thế nào để uống thuốc điều trị bệnh lo âu?",medication_info
"Làm thế nào để uống thuốc điều trị bệnh tắc nghẽn mạch máu?",medication_info
"Làm thế nào để uống thuốc điều trị bệnh tiểu đường?",medication_info
"Làm thế nào để uống thuốc điều trị mỡ máu cao?",medication_info
"Làm thế nào để uống thuốc điều trị mỡ máu cao?",medication_info
"Làm thế nào để uống thuốc kháng sinh đúng cách?",medication_info
"Liều lượng của thuốc paracetamol là bao nhiêu?",medication_info
"Liều lượng để giảm triệu chứng viêm họng là gì?",medication_info
"Liều lượng nào là hợp lý cho thuốc chống viêm?",medication_info
"Liều lượng nào là phù hợp cho thuốc giảm đau?",medication_info
"Thuốc giảm đau nào hiệu quả nhất?",medication_info
"Thuốc nào giúp cải thiện hệ tiêu hóa?",medication_info
"Thuốc nào giúp giảm triệu chứng buồn nôn?",medication_info
"Thuốc nào giúp giảm triệu chứng trầm cảm?",medication_info
"Thuốc nào giúp giảm triệu chứng viêm họng?",medication_info
"Thuốc nào giúp giảm triệu chứng viêm họng?",medication_info
"Thuốc nào hiệu quả cho bệnh đau đầu?",medication_info
"Thuốc nào hiệu quả cho bệnh viêm xoang?",medication_info
"Thuốc nào tốt cho bệnh hen suyễn?",medication_info
"Thuốc nào tốt cho bệnh viêm dạ dày?",medication_info
"Thuốc nào tốt cho bệnh viêm dạ dày?",medication_info
"Thuốc nào tốt cho triệu chứng viêm mũi dị ứng?",medication_info
"Tôi cần dùng dược liệu gì cho bệnh viêm xoang?",medication_info
"Tôi cần dùng kháng sinh nào cho bệnh viêm phổi không?",medication_info
"Tôi cần dùng thuốc gì cho bệnh cao huyết áp?",medication_info
"Tôi cần dùng thuốc gì cho bệnh viêm ruột?",medication_info
"Tôi cần uống dược liệu nào cho bệnh trầm cảm?",medication_info
"Tôi cần uống dược phẩm gì cho bệnh viêm amidan?",medication_info
"Tôi cần uống dược phẩm gì cho bệnh xơ gan?",medication_info
"Tôi cần uống kháng sinh nào cho bệnh viêm dạ dày - ruột?",medication_info
"Tôi cần uống liều lượng nào cho thuốc chống viêm?",medication_info
"Tôi cần uống thuốc gì cho bệnh Parkinson?",medication_info
"Tôi cần uống thuốc gì cho bệnh Parkinson?",medication_info
"Tôi cần uống thuốc gì cho bệnh rối loạn tiêu hóa?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm amidan?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm khớp dạng thấp?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm khớp mạn tính?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm loét dạ dày?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm mạch máu?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm mạch?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm răng lợi?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm ruột kích thích?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm tắc mạch?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm thanh quản?",medication_info
"Tôi cần uống thuốc gì cho bệnh viêm tủy sống?",medication_info
"Tôi cần uống thuốc gì cho bệnh xơ gan?",medication_info
"Tôi có thể dùng dược liệu nào cho bệnh hen suyễn?",medication_info
"Tôi có thể dùng thuốc gì cho dị ứng?",medication_info
"Tôi có thể dùng thuốc gì cho dị ứng?",medication_info
"Tôi có thể sử dụng thuốc kháng sinh nào cho cảm cúm?",medication_info
"Tôi nên dùng dược liệu gì cho bệnh viêm ruột?",medication_info
"Tôi nên dùng dược phẩm gì cho bệnh viêm gan B?",medication_info
"Tôi nên dùng dược phẩm gì cho bệnh viêm mũi dị ứng?",medication_info
"Tôi nên dùng dược phẩm gì cho bệnh viêm phế quản mạn tính?",medication_info
"Tôi nên dùng dược phẩm gì cho bệnh viêm thận?",medication_info
"Tôi nên dùng dược phẩm nào cho bệnh cúm?",medication_info
"Tôi nên dùng dược phẩm nào cho bệnh đau nửa đầu?",medication_info
"Tôi nên dùng dược phẩm nào cho bệnh suy thận?",medication_info
"Tôi nên dùng dược phẩm nào cho bệnh viêm phổi cấp tính?",medication_info
"Tôi nên dùng dược phẩm nào cho bệnh viêm xoang mãn tính?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh cao huyết áp?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh viêm bàng quang?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh viêm bàng quang?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh viêm khí phế quản?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh viêm khớp?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh viêm phổi?",medication_info
"Tôi nên dùng kháng sinh gì cho bệnh viêm thanh quản?",medication_info
"Tôi nên dùng kháng sinh gì cho triệu chứng cúm?",medication_info
"Tôi nên dùng kháng sinh nào cho bệnh viêm xoang?",medication_info
"Tôi nên dùng thuốc gì cho bệnh cao huyết áp?",medication_info
"Tôi nên dùng thuốc gì cho bệnh đau lưng?",medication_info
"Tôi nên dùng thuốc gì cho bệnh đau lưng?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm bàng quang?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm gan do virus?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm gan tự miễn?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm khớp?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm phế quản?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm phế quản?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm phổi?",medication_info
"Tôi nên dùng thuốc gì cho bệnh viêm ruột?",medication_info
"Tôi nên dùng thuốc gì cho triệu chứng cảm cúm?",medication_info
"Tôi nên dùng thuốc gì cho triệu chứng ho có đờm?",medication_info
"Tôi nên sử dụng dược phẩm nào cho bệnh tiêu chảy?",medication_info
"Tôi nên uống dược liệu gì cho bệnh viêm gan?",medication_info
"Tôi nên uống kháng sinh gì cho bệnh viêm phổi?",medication_info
"Tôi nên uống kháng sinh nào cho bệnh viêm gan?",medication_info
"Tôi nên uống liều lượng nào cho thuốc giảm đau?",medication_info
"Tôi nên uống thuốc gì cho bệnh cúm?",medication_info
"Tôi nên uống thuốc gì cho bệnh cúm?",medication_info
"Tôi nên uống thuốc gì cho bệnh viêm gan?",medication_info
"Tôi nên uống thuốc gì cho bệnh viêm thận mạn tính?",medication_info
"Tôi nên uống thuốc gì để giảm cholesterol?",medication_info
"Tôi nên uống thuốc gì khi bị đau bụng?",medication_info
"Tôi nên uống thuốc gì khi bị đau bụng?",medication_info



"Có thể cho tôi biết lịch hẹn của tôi có được đồng ý không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được thông qua không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi có được xác nhận không?",confirm_appointment
"Có thể cho tôi biết lịch hẹn của tôi đã được chấp nhận chưa?",confirm_appointment
